Nr.,interaction type,GO Term,GO Term 2,MI Term,kinasefamily,kin_phos,Kinase_Phos,Target,pSite,PMID,Pathway,Ppase family
3902,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT3G22530,,TAIR,not specified,
3939,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT3G22530,,TAIR,not specified,
91,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT3G21160,,19130088,not specified,
3938,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT3G21160,,TAIR,not specified,
3954,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT3G21090,,TAIR,not specified,
3937,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT3G20290,,TAIR,not specified,
58,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G09570,AT3G19290,,17921317,hormone signaling.abscisic acid,
59,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT1G35670,AT3G19290,,17921317,hormone signaling.abscisic acid,
77,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT3G57530,AT3G19290,S110,16299177,hormone signaling.abscisic acid,
78,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT3G57530,AT3G19290,S118,16299177,hormone signaling.abscisic acid,
79,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G18890,AT3G19290,,16299177,hormone signaling.abscisic acid,
80,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G74740,AT3G19290,,16299177,hormone signaling.abscisic acid,
112,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT5G23580,AT3G19290,,21692804,hormone signaling.abscisic acid,
3893,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G18890,AT3G19290,,TAIR,not specified,
3921,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G74740,AT3G19290,,TAIR,not specified,
3927,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT3G57530,AT3G19290,,TAIR,not specified,
137,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT3G18820,,20497378,stress.abiotic.drought and osmotic,
130,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT3G18240,,20497378,stress.abiotic.drought and osmotic,
154,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT3G15260,,20497378,stress.abiotic.drought and osmotic,
3936,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT3G13580,,TAIR,not specified,
3935,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT3G11960,,TAIR,not specified,
4528,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT3G11410,,23007729,not specified,
2299,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT3G06760,,SwissProt,not specified,
2300,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT1G35670,AT3G06760,,SwissProt,not specified,
145,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT3G06300,,20497378,stress.abiotic.drought and osmotic,
2297,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT3G05700,,SwissProt,not specified,
2298,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT1G35670,AT3G05700,,SwissProt,not specified,
1378,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT3G57530,AT3G03660,,18363786,not specified,
135,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT3G02750,,20497378,stress.abiotic.drought and osmotic,
148,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT3G01280,,20497378,stress.abiotic.drought and osmotic,
128,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT2G45820,,20497378,stress.abiotic.drought and osmotic,
141,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT2G43940,,20497378,stress.abiotic.drought and osmotic,
3920,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G74740,AT2G41100,,TAIR,not specified,
3965,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G23650,AT2G41100,,TAIR,not specified,
3919,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G74740,AT2G41090,,TAIR,not specified,
3964,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G23650,AT2G41090,,TAIR,not specified,
125,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT2G40140,,20504319,stress.biotic.response to elicitors,
4497,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G23650,AT2G39050,,22789293,not specified,
1380,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT3G57530,AT2G37100,,18363786,not specified,
3953,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT2G36420,,TAIR,not specified,
5876,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT4G09570,AT2G35980,,20164835,stress.biotic.plant defence,
5877,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT4G35310,AT2G35980,,20164835,stress.biotic.plant defence,
5878,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT2G17290,AT2G35980,,20164835,stress.biotic.plant defence,
5879,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT1G35670,AT2G35980,,20164835,stress.biotic.plant defence,
3914,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT2G32750,,TAIR,not specified,
127,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT2G30870,,20497378,stress.abiotic.drought and osmotic,
3934,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT2G26640,,TAIR,not specified,
1384,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT3G57530,AT2G24590,,18363786,not specified,
3916,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT2G22910,,TAIR,not specified,
3961,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT2G22910,,TAIR,not specified,
3933,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT2G21620,,TAIR,not specified,
109,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT2G20890,,19130088,not specified,
3913,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT2G20890,,TAIR,not specified,
3952,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT2G20890,,TAIR,not specified,
6070,autophosphorylation,GO:0046777,protein autophosphorylation,no,CDPK,kinase,AT2G17890,AT2G17890,S274,23650383,signaling.gravitropic response,
6071,autophosphorylation,GO:0046777,protein autophosphorylation,no,CDPK,kinase,AT2G17890,AT2G17890,S541,23650383,signaling.gravitropic response,
1379,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT3G57530,AT2G16810,,18363786,not specified,
138,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT2G02990,,20497378,stress.abiotic.drought and osmotic,
139,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT2G02090,,20497378,stress.abiotic.drought and osmotic,
94,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT2G01250,,19130088,not specified,
3951,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT2G01250,,TAIR,not specified,
1382,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT3G57530,AT1G80850,,18363786,not specified,
144,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G78300,,20497378,stress.abiotic.drought and osmotic,
703,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT5G04870,AT1G78220,,9688575,not specified,
28,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT5G12180,AT1G77760,S535,20690630,metabolism.nitrogen,
146,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G77120,,20497378,stress.abiotic.drought and osmotic,
96,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT1G76850,,19130088,not specified,
3950,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT1G76850,,TAIR,not specified,
104,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G74470,,19130088,not specified,
3901,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G74470,,TAIR,not specified,
149,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G74020,,20497378,stress.abiotic.drought and osmotic,
3918,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G74740,AT1G66410,,TAIR,not specified,
3963,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G23650,AT1G66410,,TAIR,not specified,
105,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G65650,,19130088,not specified,
3900,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G65650,,TAIR,not specified,
1375,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT3G57530,AT1G65610,,18363786,not specified,
108,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G65290,,19130088,not specified,
3899,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G65290,,TAIR,not specified,
5958,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G04720,AT1G62280,,23630285,hormone signaling.abscisic acid,
133,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G56340,,20497378,stress.abiotic.drought and osmotic,
23,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT1G35670,AT1G56280,T99,16438971,not specified,
24,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT1G35670,AT1G56280,S89,16438971,not specified,
85,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT1G56280,,19130088,not specified,
99,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G56280,,19130088,not specified,
3898,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G56280,,TAIR,not specified,
3932,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT1G56280,,TAIR,not specified,
3971,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT5G23580,AT1G56280,,TAIR,not specified,
5244,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT1G35670,AT1G56280,S101,16438971,not specified,
131,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G53070,,20497378,stress.abiotic.drought and osmotic,
98,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G52740,,19130088,not specified,
3897,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G52740,,TAIR,not specified,
56,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G09570,AT1G49720,,17921317,hormone signaling.abscisic acid,
57,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT1G35670,AT1G49720,,17921317,hormone signaling.abscisic acid,
81,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT3G57530,AT1G49720,,16299177,hormone signaling.abscisic acid,
111,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT5G23580,AT1G49720,,21692804,hormone signaling.abscisic acid,
3926,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT3G57530,AT1G49720,,TAIR,not specified,
4532,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT1G35670,AT1G49720,,23007729,not specified,
82,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT3G57530,AT1G45249,,16299177,hormone signaling.abscisic acid,
3928,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT3G57530,AT1G45249,,TAIR,not specified,
4533,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT1G35670,AT1G45249,,23007729,not specified,
5892,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT1G45249,,23468926,hormone signaling.abscisic acid,
5893,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT5G12480,AT1G45249,,23468926,hormone signaling.abscisic acid,
5894,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G18890,AT1G45249,,23468926,hormone signaling.abscisic acid,
5895,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G74740,AT1G45249,,23468926,hormone signaling.abscisic acid,
5897,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G09570,AT1G45249,,23468926,hormone signaling.abscisic acid,
4534,autophosphorylation,GO:0046777,protein autophosphorylation,no,CDPK,kinase,AT1G35670,AT1G35670,,23007729,not specified,
702,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT5G04870,AT1G35160,,9688575,not specified,
5872,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT4G09570,AT1G35140,,20164835,stress.biotic.plant defence,
5873,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT4G35310,AT1G35140,,20164835,stress.biotic.plant defence,
5874,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT2G17290,AT1G35140,,20164835,stress.biotic.plant defence,
5875,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT1G35670,AT1G35140,,20164835,stress.biotic.plant defence,
143,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G28200,,20497378,stress.abiotic.drought and osmotic,
3896,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G25550,,TAIR,not specified,
95,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT1G23080,,19130088,not specified,
3912,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G23080,,TAIR,not specified,
3949,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT1G23080,,TAIR,not specified,
153,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G22280,,20497378,stress.abiotic.drought and osmotic,
5888,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT4G35310,AT1G21270,,20164835,stress.biotic.plant defence,
5889,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT2G17290,AT1G21270,,20164835,stress.biotic.plant defence,
3911,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G14687,,TAIR,not specified,
5880,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT4G09570,AT1G14540,,20164835,stress.biotic.plant defence,
5881,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT4G35310,AT1G14540,,20164835,stress.biotic.plant defence,
5882,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT2G17290,AT1G14540,,20164835,stress.biotic.plant defence,
5883,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT1G35670,AT1G14540,,20164835,stress.biotic.plant defence,
25,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G04720,AT1G12480,,20385816,hormone signaling.abscisic acid,
26,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G04740,AT1G12480,,20385816,hormone signaling.abscisic acid,
4498,activation,GO:0044093,positive regulation of molecular function,no,CDPK,kinase,AT2G17290,AT1G12480,,22689970,hormone signaling.abscisic acid,
4499,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT2G17290,AT1G12480,S59,22689970,hormone signaling.abscisic acid,
6125,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G04740,AT1G12480,,23703845,hormone signaling.ABA - stomatal movement,
132,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G09210,,20497378,stress.abiotic.drought and osmotic,
270,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G07110,S220,14871307,metabolism.glycolysis,
271,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G07110,S303,14871307,metabolism.glycolysis,
272,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G07110,S306,14871307,metabolism.glycolysis,
129,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,CDPK,kinase,AT4G23650,AT1G04690,,20497378,stress.abiotic.drought and osmotic,
3931,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT1G03850,,TAIR,not specified,
3948,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT1G02410,,TAIR,not specified,
89,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT1G02280,,19130088,not specified,
107,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G02280,,19130088,not specified,
3895,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT1G35670,AT1G02280,,TAIR,not specified,
3930,interaction,GO:0005515,protein binding,MI:0914,CDPK,kinase,AT4G09570,AT1G02280,,TAIR,not specified,
31,pathway,GO:0008150,biological process,MI:0619,CDPK,kinase,AT2G17290, ,,20978156,hormone signaling.jasmonic acid,
46,pathway,GO:0008150,biological process,MI:0619,CDPK,kinase,AT4G04720, ,,20978086,stress.abiotic.drought and osmotic,
84,pathway,GO:0008150,biological process,MI:0619,CDPK,kinase,AT4G04740, ,,17541706,stress.abiotic.drought and osmotic,
118,pathway,GO:0008150,biological process,MI:0619,CDPK,kinase,AT2G17290, ,,20217124,stress.abiotic.drought and osmotic,
119,pathway,GO:0008150,biological process,MI:0619,CDPK,kinase,AT5G12180, ,,19392698,development.reproduction,
120,pathway,GO:0008150,biological process,MI:0619,CDPK,kinase,AT5G19360, ,,19392698,development.reproduction,
121,pathway,GO:0008150,biological process,MI:0619,CDPK,kinase,AT4G23650, ,,17032064,hormone signaling.abscisic acid,
122,pathway,GO:0008150,biological process,MI:0619,CDPK,kinase,AT2G17290, ,,17032064,hormone signaling.abscisic acid,
1699,pathway,GO:0008150,biological process,MI:0619,CDPK,kinase,AT5G23580,,,22041934,hormone signaling.abscisic acid,
5786,gene regulation,GO:0010468,regulation of gene expression,no,CDPK,kinase,AT5G66210,,,23252373,development.secondary growth,
